match,playerA,playerB,surface,A_points,B_Points
904,460,1," Hard",1.0000,0.5000
1153,233,1," Hard",0.6667,0.4000
1905,245,1," Clay",0.5000,0.4286
3399,230,2," Clay",0.8333,0.6000
1145,46,3," Hard",0.6667,0.2857
1189,142,3," Hard",0.7500,0.5714
27,428,4," Hard",0.8182,0.5000
142,358,4," Hard",0.0000,0.2000
1339,277,4," Hard",0.6000,0.6250
1889,287,4," Clay",0.6667,0.5714
2333,90,4," Hard",1.0000,0.7000
2634,215,4," Hard",0.8000,0.6364
599,140,5," Hard",0.4000,0.2000
724,435,5," Hard",1.0000,0.7143
1618,118,5," Hard",1.0000,0.3333
2759,173,5," Hard",0.0000,0.0000
2666,8,6," Hard",1.0000,0.5000
17,422,7," Hard",0.8000,0.5556
273,371,7," Clay",0.6667,0.6000
1173,125,7," Hard",0.0000,0.5000
1746,424,7," Hard",0.7143,0.5000
2231,384,7," Clay",NULL,0.2000
2344,462,7," Hard",0.0000,0.5000
2642,4,7," Hard",0.0000,0.7143
3146,410,7," Hard",0.7500,0.7500
3472,456,7," Clay",1.0000,0.6000
3531,80,7," Hard",1.0000,0.5000
1612,174,8," Hard",0.8000,0.7857
1962,244,8," Clay",0.7692,0.5556
2151,260,8," Clay",0.7273,0.5556
2252,163,8," Clay",NULL,0.8333
2361,121,8," Hard",0.0000,0.6364
2660,380,8," Hard",0.5000,0.3333
2846,444,8," Hard",0.3333,0.5714
315,220,9," Clay",0.5000,0.5333
380,241,9," Hard",1.0000,0.2857
656,197,9," Hard",0.8333,0.6667
1604,141,9," Hard",0.6250,0.5833
1940,163,9," Clay",0.6667,0.5714
2360,211,9," Hard",0.6923,0.4000
2628,215,9," Hard",0.0000,0.7273
2843,380,9," Hard",0.7692,0.5000
1252,127,10," Hard",0.5000,0.6364
1974,372,10," Clay",0.8571,0.5000
2548,456,11," Clay",0.8182,0.5455
3487,324,11," Clay",0.8000,0.6250
478,122,12," Hard",0.5714,0.2857
921,205,12," Hard",0.5714,0.0000
1075,327,12," Hard",0.3333,0.5455
2745,385,12," Hard",1.0000,0.3333
3154,456,12," Hard",0.8000,0.7857
3548,71,12," Hard",0.6250,0.4286
1035,197,13," Hard",0.0000,0.2857
75,136,14," Clay",0.7000,0.6667
106,176,14," Clay",0.6000,0.5000
155,379,14," Clay",0.5000,0.5833
233,53,14," Clay",0.0000,0.4286
264,208,14," Clay",0.0000,0.5000
1357,419,14," Clay",0.8750,0.3333
1483,226,14," Clay",0.8000,0.7000
1894,371,14," Clay",0.7143,0.6250
2051,281,14," Clay",NULL,0.0000
2164,275,14," Clay",0.8571,0.3333
3204,1,14," Clay",0.7500,0.2857
3384,174,14," Clay",0.5000,0.4000
81,133,15," Clay",1.0000,0.5556
1204,30,16," Hard",NULL,0.5714
417,199,17," Hard",NULL,0.6667
975,51,17," Hard",0.7143,0.3750
1694,233,17," Hard",0.7500,0.2500
1789,55,17," Hard",0.8000,0.3333
2395,366,17," Clay",1.0000,0.3333
2549,235,17," Clay",0.6667,0.5714
455,36,18," Hard",0.3750,0.5625
778,79,18," Hard",0.7778,0.5556
837,314,19," Hard",1.0000,0.5000
2304,417,19," Hard",NULL,0.0000
2569,265,19," Clay",0.5000,0.6000
3340,302,19," Hard",0.2000,0.5556
89,325,20," Hard",0.6000,0.5455
3182,339,21," Hard",NULL,0.7143
673,70,22," Hard",0.8000,0.8182
951,271,22," Hard",0.5000,0.6364
1210,103,22," Hard",1.0000,0.7143
1331,92,22," Hard",0.5833,0.3750
1946,380,22," Clay",NULL,0.3750
2337,272,22," Hard",1.0000,0.4000
2633,384,22," Hard",0.5000,0.8000
2839,403,22," Hard",0.6667,0.6000
2191,83,23," Clay",0.0000,0.3750
1775,337,24," Hard",0.6667,0.5455
1850,57,24," Hard",NULL,0.1667
3550,307,24," Hard",0.3333,0.7778
53,89,25," Hard",NULL,0.4286
770,265,25," Hard",1.0000,0.4286
2149,147,26," Clay",0.6000,0.5385
2268,147,26," Clay",1.0000,0.4286
2366,163,26," Hard",0.3333,0.5000
19,325,27," Hard",1.0000,0.6667
289,84,27," Clay",0.5556,0.5556
563,241,27," Hard",0.6667,0.0000
687,368,27," Hard",0.7778,0.6667
840,368,27," Hard",0.7500,0.6000
1113,241,27," Hard",NULL,NULL
1551,17,27," Hard",1.0000,0.7273
1695,489,27," Hard",0.0000,0.6000
2070,47,27," Clay",0.0000,0.4286
1038,201,28," Hard",0.3333,0.3333
1253,121,28," Hard",0.8000,0.6667
2251,48,28," Clay",0.0000,0.1667
326,55,29," Hard",NULL,0.7000
589,274,29," Hard",1.0000,0.7000
1155,421,29," Hard",NULL,0.5556
1743,336,29," Hard",NULL,0.4000
2000,276,29," Hard",0.0000,0.5556
2050,379,29," Clay",0.6667,0.2857
2441,55,29," Clay",0.7500,0.7500
2698,169,29," Clay",1.0000,0.5714
2903,71,29," Clay",0.5833,0.5385
3209,393,29," Clay",1.0000,0.2500
3584,326,29," Clay",0.5000,0.4444
1178,157,30," Hard",0.6667,0.4286
2111,64,30," Clay",0.5000,0.6923
2217,384,30," Clay",0.8889,0.5000
3163,11,30," Hard",0.8889,0.6667
3485,85,30," Clay",NULL,0.5000
3611,90,30," Clay",0.7143,0.7143
103,387,31," Clay",0.8000,0.6250
670,9,31," Hard",0.2500,0.0000
805,446,31," Hard",1.0000,0.6000
1365,226,31," Clay",1.0000,0.7000
1955,442,31," Clay",0.5000,0.2500
2104,55,31," Clay",0.0000,0.2857
2578,245,31," Clay",0.6250,0.6923
2772,294,31," Clay",0.5556,0.7500
3056,291,31," Clay",0.0000,0.1667
1915,116,32," Clay",0.6667,0.6667
3219,244,32," Clay",NULL,0.0000
14,325,33," Hard",0.7143,0.6667
122,287,33," Hard",0.8182,0.5556
1824,329,34," Hard",1.0000,0.7500
243,376,35," Clay",0.3750,0.3333
281,282,35," Clay",0.0000,0.2500
1208,438,35," Hard",0.6000,0.7000
1368,168,35," Clay",0.6667,0.5714
1494,168,35," Clay",NULL,0.6364
1897,419,35," Clay",0.7500,0.3750
3217,226,35," Clay",0.5000,0.3333
2371,60,36," Hard",0.4286,0.5455
439,199,37," Hard",0.6667,0.3333
739,484,37," Hard",0.6000,0.4000
960,36,37," Hard",0.6000,0.6923
1268,162,37," Hard",1.0000,0.5000
1426,178,37," Hard",0.6154,0.6667
2540,366,37," Clay",1.0000,0.8000
3404,230,38," Clay",NULL,0.3333
659,172,39," Hard",0.7500,0.1667
820,31,39," Hard",0.7500,1.0000
1021,99,39," Hard",0.4000,0.5000
1217,103,39," Hard",NULL,0.5000
1351,406,39," Hard",0.3333,0.5000
1597,460,39," Hard",0.5000,0.0000
1841,99,39," Hard",NULL,0.4444
2110,229,39," Clay",NULL,0.6000
2249,78,39," Clay",1.0000,0.2500
2336,92,39," Hard",0.7143,0.6667
2631,9,39," Hard",0.0000,0.5000
2831,90,39," Hard",1.0000,0.7143
3545,435,39," Hard",1.0000,0.6000
936,12,40," Hard",0.5000,0.3333
1609,99,40," Hard",0.6000,0.4286
2562,329,40," Clay",1.0000,0.7143
3017,309,40," Clay",0.6250,0.2222
3630,3,40," Clay",0.5000,0.5455
2872,138,41," Hard",1.0000,0.6250
1312,69,42," Hard",0.7500,0.0000
1065,327,43," Hard",NULL,0.6250
836,172,44," Hard",0.6250,0.5385
440,17,45," Hard",0.8000,0.5000
861,465,45," Hard",0.6667,0.4444
900,233,45," Hard",0.3333,0.4286
1384,229,45," Clay",NULL,0.3333
1495,352,45," Clay",0.5000,0.3846
1901,245,45," Clay",0.8182,0.7778
2080,136,45," Clay",0.8462,0.1667
2196,303,45," Clay",0.5714,0.5556
3268,166,45," Clay",0.0000,0.2857
3596,29,45," Clay",0.5625,0.6190
2078,205,46," Clay",0.5455,0.5714
2199,365,46," Clay",0.7143,0.7143
905,289,47," Hard",0.5000,0.3750
2793,31,47," Clay",0.7500,0.4000
3470,281,47," Clay",0.6667,0.5455
661,264,48," Hard",0.7500,0.5000
1233,380,48," Hard",0.7500,0.5000
1664,321,48," Hard",0.5000,0.5000
1936,223,48," Clay",1.0000,0.3750
2243,229,48," Clay",0.7500,0.6364
314,135,49," Clay",0.5000,0.4444
480,143,50," Hard",0.0000,0.5455
2375,258,50," Hard",0.5000,0.7000
2678,147,50," Hard",0.6364,0.5000
2876,260,50," Hard",0.9231,0.8571
524,144,51," Hard",0.5000,0.5455
961,97,51," Hard",0.7273,0.7619
2984,214,52," Clay",NULL,0.6000
131,371,53," Hard",0.7143,0.4444
627,70,53," Hard",1.0000,0.7143
1641,321,53," Hard",0.5000,0.5000
182,161,54," Hard",1.0000,0.6667
1697,458,54," Hard",0.3333,0.5556
1817,235,54," Hard",0.8333,0.4286
318,271,55," Hard",0.0000,0.6154
1787,267,55," Hard",1.0000,0.0000
2102,64,55," Clay",1.0000,0.5455
2917,71,55," Clay",0.5556,0.6364
3374,345,55," Clay",0.8000,0.8889
1244,121,56," Hard",1.0000,0.6667
1983,78,56," Clay",0.3333,0.5455
2861,73,56," Hard",0.4000,0.3333
203,484,57," Clay",NULL,0.3750
1332,204,57," Hard",1.0000,0.6000
1832,112,57," Hard",0.5000,0.8000
2994,439,57," Clay",1.0000,0.5000
3250,168,57," Clay",0.7500,0.4286
447,36,58," Hard",1.0000,0.8889
755,71,58," Hard",1.0000,0.5000
2242,223,58," Clay",0.7500,0.2500
2341,4,58," Hard",0.7500,0.6000
2653,103,58," Hard",0.8000,0.8000
2841,4,58," Hard",0.5000,0.4286
176,99,59," Hard",0.8000,0.3333
411,199,59," Hard",0.3333,0.4444
650,172,59," Hard",0.3333,0.6250
813,197,59," Hard",0.5000,0.5556
1584,99,59," Hard",1.0000,0.5000
1853,127,59," Hard",0.8000,0.7143
2328,272,59," Hard",1.0000,0.3333
2647,9,59," Hard",0.8333,0.2500
2950,460,59," Hard",0.5000,0.5385
3324,266,59," Hard",0.6667,0.7059
42,369,60," Hard",0.4000,0.5833
450,74,60," Hard",0.7778,0.5000
760,37,60," Hard",0.8333,0.7692
965,280,60," Hard",0.5714,0.4000
1266,214,60," Hard",NULL,0.6667
2306,392,60," Hard",NULL,1.0000
2362,193,60," Hard",0.6667,0.4000
2842,138,60," Hard",0.5000,0.3333
2472,124,61," Clay",NULL,0.2000
782,240,62," Hard",1.0000,0.2857
115,252,63," Hard",0.8333,0.5714
132,215,63," Hard",0.6250,0.1667
207,484,63," Clay",0.0000,0.5625
374,241,63," Hard",1.0000,0.8462
638,311,63," Hard",0.7500,0.6923
2996,120,63," Clay",0.6000,0.2000
1223,438,65," Hard",0.5000,0.5714
3137,410,65," Hard",0.4000,0.5455
3480,257,65," Clay",NULL,0.5000
3608,381,65," Clay",0.5833,0.4000
1467,274,66," Clay",0.6000,0.6875
1928,263,66," Clay",0.5000,0.5714
2084,353,66," Clay",0.3750,0.5714
2369,8,66," Hard",0.5000,0.4000
2655,384,66," Hard",1.0000,0.7500
2828,90,66," Hard",NULL,0.5000
3604,255,66," Clay",0.4286,0.4000
506,487,67," Hard",0.7857,0.7143
3131,483,67," Hard",0.0000,0.4286
3349,19,67," Hard",NULL,0.8000
2307,190,68," Hard",0.4286,0.4000
1456,472,69," Hard",0.7143,0.2500
1569,390,69," Hard",0.8889,0.8000
1711,235,69," Hard",0.8000,0.4286
617,57,70," Hard",0.0000,0.6667
1028,311,70," Hard",0.5000,0.5000
1205,103,70," Hard",0.9000,0.4000
1361,168,70," Clay",0.0000,0.3750
1479,453,70," Clay",0.1667,0.6522
1829,112,70," Hard",1.0000,0.5556
2447,181,70," Clay",0.6667,0.1667
2684,342,70," Clay",0.7778,0.6000
3405,453,70," Clay",0.7500,0.6250
390,424,71," Hard",0.7500,0.5333
966,22,71," Hard",1.0000,0.4000
1319,460,71," Hard",0.5000,0.7333
1593,59,71," Hard",0.6667,0.2500
1838,57,71," Hard",0.6667,0.5000
2452,229,71," Clay",0.6667,0.1667
2890,181,71," Clay",0.4000,0.4286
3411,453,71," Clay",0.6667,0.6667
3534,193,71," Hard",1.0000,0.0000
1522,66,72," Clay",0.7000,0.4444
2856,127,73," Hard",0.5000,0.6429
56,336,74," Hard",0.5556,0.6000
444,280,74," Hard",0.7500,0.1667
1713,421,75," Hard",0.5000,0.3750
3132,472,75," Hard",0.8333,0.7000
1579,329,76," Hard",0.8333,0.5833
881,166,77," Hard",0.0000,0.7333
896,460,77," Hard",0.7143,0.6000
1102,306,77," Hard",0.6667,0.4000
1594,149,77," Hard",0.9000,0.6250
1740,447,77," Hard",0.5000,0.2000
1985,375,77," Hard",0.4000,0.6429
2991,214,77," Clay",0.7500,0.1667
1963,380,78," Clay",0.8182,0.1667
2108,31,78," Clay",0.5714,0.5000
2245,229,78," Clay",0.8000,0.5556
2382,253,78," Hard",0.6667,0.4444
3246,381,78," Clay",0.5000,0.6000
3494,47,78," Clay",NULL,0.2500
539,51,79," Hard",0.7500,0.3333
2729,94,80," Hard",0.8000,0.7895
3526,177,80," Hard",0.0000,0.4286
80,136,81," Clay",0.6667,0.7500
200,384,81," Clay",0.5000,0.5000
2855,462,81," Hard",1.0000,0.5000
2747,259,82," Hard",0.5000,0.5714
1512,353,83," Clay",0.4000,0.6842
1909,269,83," Clay",1.0000,0.0000
2053,271,83," Clay",1.0000,0.4000
2473,168,83," Clay",1.0000,0.5000
3252,125,83," Clay",0.7647,0.6667
1193,270,84," Hard",1.0000,0.4000
1764,172,84," Hard",0.5556,0.4000
2020,77,84," Hard",1.0000,0.5000
2201,83,84," Clay",0.0000,0.4286
3236,381,84," Clay",0.5000,0.4167
78,354,85," Clay",0.6000,0.5714
196,353,85," Clay",1.0000,0.6667
1942,272,85," Clay",0.6667,0.7143
2129,374,85," Clay",0.8333,0.6250
2230,30,85," Clay",0.7778,0.4444
3049,355,85," Clay",0.5714,0.3333
3610,405,85," Clay",1.0000,0.4286
1418,424,86," Hard",0.8750,0.4545
1444,177,86," Hard",0.0000,0.3750
2979,206,87," Hard",0.0000,0.7059
3346,265,87," Hard",NULL,0.5455
363,152,88," Hard",0.5000,0.6429
498,487,88," Hard",0.5000,0.5455
426,280,89," Hard",0.8000,0.6667
334,143,90," Hard",0.5000,0.5455
749,155,90," Hard",0.6250,0.5000
967,243,90," Hard",0.8571,0.4286
1059,219,90," Hard",NULL,0.5714
2232,352,90," Clay",0.5556,0.2000
2656,223,90," Hard",0.8000,0.2500
2826,4,90," Hard",0.5000,0.1667
3583,157,90," Clay",0.4000,0.5000
2607,490,91," Clay",0.5000,0.6923
116,4,92," Hard",0.7000,0.4286
210,326,92," Clay",0.7500,0.6875
429,345,92," Hard",0.5455,0.5000
620,70,92," Hard",0.8000,0.0000
1314,287,92," Hard",0.0000,0.1667
1837,112,92," Hard",0.7500,0.0000
2120,39,92," Clay",NULL,0.5000
2330,352,92," Hard",0.5000,0.5455
2637,39,92," Hard",0.6667,0.3333
3386,183,92," Clay",1.0000,0.6250
1402,308,93," Clay",1.0000,0.7500
863,287,94," Hard",0.5556,0.5333
2019,455,94," Hard",NULL,0.0000
2726,262,94," Hard",0.7778,0.6364
3530,259,94," Hard",0.6000,0.5833
889,388,95," Hard",1.0000,0.6000
1920,353,96," Clay",0.6667,0.3333
2085,281,96," Clay",0.5000,0.5714
443,199,97," Hard",1.0000,0.5000
748,271,97," Hard",0.8000,0.7500
2298,162,97," Hard",1.0000,0.7500
3331,488,97," Hard",1.0000,0.0000
3542,80,97," Hard",0.0000,0.5000
125,393,98," Hard",1.0000,0.3333
3479,353,98," Clay",0.8333,0.0000
11,226,99," Hard",0.8000,0.5000
169,63,99," Hard",0.7500,0.3333
794,266,99," Hard",0.6667,0.5714
1828,112,99," Hard",1.0000,0.6667
2688,342,99," Clay",0.8571,0.6667
3512,339,100," Clay",0.3333,0.2500
672,406,101," Hard",0.7778,0.6250
282,113,102," Clay",0.5000,0.7143
1123,77,102," Hard",1.0000,0.6923
1991,375,102," Hard",NULL,1.0000
2494,83,102," Clay",0.6667,0.5000
3431,136,102," Clay",0.5000,0.6250
393,9,103," Hard",0.7500,0.3750
807,239,103," Hard",0.0000,0.6000
1325,71,103," Hard",0.8000,0.7273
1858,153,103," Hard",0.6667,0.7500
2345,352,103," Hard",0.9091,0.7143
3398,84,104," Clay",1.0000,0.6250
1274,214,105," Hard",0.8000,0.2000
1419,162,105," Hard",0.5000,0.7000
1538,267,105," Hard",0.6429,0.4444
1696,433,105," Hard",0.3333,0.4000
1797,199,105," Hard",0.3333,0.7273
2404,459,105," Clay",0.7500,0.6667
2941,433,105," Hard",0.2500,0.3750
3108,141,105," Hard",0.0000,0.6154
3319,489,105," Hard",0.2500,0.5000
2516,125,106," Clay",NULL,0.3333
3612,84,106," Clay",0.6667,0.5000
33,428,107," Hard",1.0000,0.5000
2436,420,108," Clay",0.3333,0.4286
2916,70,108," Clay",0.3333,0.4444
3016,426,109," Clay",0.5000,0.6000
3237,244,110," Clay",0.8333,0.5556
2276,371,111," Hard",0.7500,0.4286
2965,105,111," Hard",0.6000,0.3636
3321,141,111," Hard",0.2500,0.4167
24,7,113," Hard",1.0000,0.5000
232,376,113," Clay",0.7500,0.7857
696,252,113," Hard",0.6667,0.5000
1887,122,113," Clay",1.0000,0.6250
3362,235,113," Clay",1.0000,0.2500
1770,166,114," Hard",0.5000,0.2000
3421,263,115," Clay",0.8182,0.5000
1906,45,116," Clay",0.6667,0.5000
3082,96,116," Clay",0.6364,0.3333
775,399,117," Hard",NULL,0.5556
1001,407,117," Hard",0.8000,0.3750
888,166,118," Hard",0.8571,0.6667
1613,40,118," Hard",0.3333,0.5000
1765,337,118," Hard",0.7778,0.5000
2763,82,118," Hard",1.0000,0.7143
237,387,119," Clay",NULL,0.7273
1996,233,119," Hard",NULL,0.6667
2486,168,119," Clay",0.8333,0.4286
3491,281,119," Clay",0.5714,0.7000
895,340,120," Hard",0.6667,0.7500
1644,289,120," Hard",0.6250,0.6667
1993,299,120," Hard",0.2500,0.5000
2500,119,120," Clay",0.8462,0.5000
2986,52,120," Clay",0.6923,0.8000
1235,243,121," Hard",0.2500,0.4444
1966,354,121," Clay",0.6667,0.3750
2123,223,121," Clay",0.4000,0.6364
2257,138,121," Clay",0.8571,0.1667
2357,193,121," Hard",0.6667,0.5833
2675,6,121," Hard",0.7692,0.5000
222,27,122," Clay",0.5000,0.0000
464,271,122," Hard",0.6000,0.7000
1064,90,122," Hard",0.8750,0.0000
1484,374,122," Clay",0.0000,0.7778
1878,422,122," Clay",0.0000,0.6667
2059,29,122," Clay",1.0000,0.4000
2701,181,122," Clay",0.5000,0.4444
2899,169,122," Clay",0.4286,0.7500
2528,365,123," Clay",0.6667,0.2000
2254,225,124," Clay",0.5000,0.5556
2465,149,124," Clay",1.0000,0.7000
291,287,125," Clay",0.6667,0.7000
1884,168,125," Clay",1.0000,0.4000
214,103,126," Clay",0.4286,0.5385
412,59,126," Hard",0.9091,0.5000
738,424,126," Hard",NULL,0.5714
974,36,126," Hard",0.6000,0.5000
1214,70,126," Hard",0.8889,0.0000
1343,358,126," Hard",NULL,0.5000
1585,460,126," Hard",0.5000,0.6000
1952,9,126," Clay",0.5000,0.7647
2431,169,126," Clay",0.5000,0.6667
2699,70,126," Clay",1.0000,0.5556
2913,237,126," Clay",0.5000,0.5455
3429,326,126," Clay",0.6667,0.2857
1348,277,127," Hard",0.7500,0.6923
1840,393,127," Hard",1.0000,0.6000
2116,31,127," Clay",0.6000,0.5000
2848,384,127," Hard",1.0000,0.8571
3626,84,127," Clay",0.0000,0.2500
2277,162,128," Hard",1.0000,0.6667
321,55,129," Hard",0.5000,0.7692
808,299,129," Hard",0.7143,0.8000
2523,263,129," Clay",0.6000,0.7500
2742,172,129," Hard",0.5000,0.7500
3492,201,129," Clay",0.7500,0.3333
54,459,130," Hard",NULL,0.4286
2147,139,131," Clay",NULL,NULL
3445,195,131," Clay",0.7500,0.3750
1372,136,132," Clay",0.7143,0.4444
1485,442,132," Clay",NULL,0.4286
1945,223,132," Clay",0.0000,0.4286
2131,31,132," Clay",0.8824,0.6667
2215,384,132," Clay",0.0000,0.4444
2453,358,132," Clay",0.5000,0.6000
1477,66,133," Clay",0.5000,0.2500
1937,380,133," Clay",0.8000,0.2857
2114,475,133," Clay",NULL,0.5000
2237,462,133," Clay",0.3333,0.8000
2424,181,133," Clay",0.4444,0.2500
2696,99,133," Clay",0.6667,0.7000
3162,119,134," Hard",NULL,0.7500
3482,456,134," Clay",1.0000,0.5556
307,223,135," Clay",0.3333,0.1667
1950,354,135," Clay",0.6667,0.5000
2121,64,135," Clay",0.5000,0.4000
2248,30,135," Clay",0.7778,0.0000
2449,108,135," Clay",0.7778,0.7273
391,161,136," Hard",0.4000,0.4444
725,275,136," Hard",NULL,0.0000
1359,419,136," Clay",NULL,0.6667
1904,263,136," Clay",0.6667,0.3333
2073,274,136," Clay",NULL,0.5000
2075,83,136," Clay",0.3750,0.6154
2188,275,136," Clay",0.6000,0.4444
2349,272,136," Hard",0.0000,0.4286
2663,193,136," Hard",0.3333,0.6000
3437,115,136," Clay",0.4000,0.5000
3607,157,136," Clay",0.5000,0.6667
1245,260,137," Hard",0.8750,0.3333
1967,164,137," Clay",1.0000,0.2500
2378,26,137," Hard",0.4286,0.5833
2680,448,137," Hard",0.0000,0.6667
1042,13,138," Hard",0.6667,0.0000
1968,8,138," Clay",0.6667,0.0000
2133,229,138," Clay",0.6429,0.5000
2250,229,138," Clay",NULL,0.5000
2367,9,138," Hard",0.3333,0.6667
2668,448,138," Hard",1.0000,0.5000
2833,4,138," Hard",0.6364,0.4545
1256,137,139," Hard",0.0000,0.4444
1862,450,139," Hard",NULL,0.2500
2139,78,139," Clay",0.8000,0.4000
2870,186,139," Hard",0.5000,0.5556
583,327,140," Hard",0.5714,0.6667
1171,458,140," Hard",0.5000,0.4444
3493,329,140," Clay",0.6000,0.5000
9,358,141," Hard",1.0000,0.6364
175,63,141," Hard",0.5000,0.4167
623,299,141," Hard",0.0000,0.3333
812,48,141," Hard",NULL,0.7692
1005,103,141," Hard",0.6667,0.5000
1834,99,141," Hard",1.0000,0.7692
2338,215,141," Hard",0.0000,0.4000
2630,215,141," Hard",0.8000,0.4444
3096,266,141," Hard",0.2500,0.3333
3303,297,141," Hard",1.0000,0.5556
2197,245,142," Clay",1.0000,0.0000
2515,83,142," Clay",0.4000,0.4545
3593,157,142," Clay",NULL,0.4000
325,271,143," Hard",1.0000,0.2000
471,271,143," Hard",0.8333,0.4444
83,125,144," Hard",0.0000,0.5000
516,462,144," Hard",0.7273,0.6667
2209,136,145," Clay",NULL,0.3333
839,394,146," Hard",0.7143,0.4286
3451,228,146," Clay",0.3333,0.3750
1236,406,147," Hard",0.6667,0.5833
1396,165,147," Clay",0.8333,0.2857
1521,181,147," Clay",0.6250,0.4615
1976,121,147," Clay",0.6667,0.3333
2134,78,147," Clay",NULL,0.6429
2255,135,147," Clay",0.7500,0.2000
2380,9,147," Hard",NULL,0.6923
2667,225,147," Hard",0.5000,0.5714
301,342,148," Clay",0.7273,0.7857
1610,222,148," Hard",0.0000,0.7778
295,342,149," Clay",0.6000,0.5000
1587,59,149," Hard",NULL,NULL
2450,174,149," Clay",0.6154,0.5000
2898,311,149," Clay",0.6250,0.5000
3064,102,150," Clay",0.6250,0.4444
3597,459,150," Clay",0.6000,0.5556
257,446,151," Clay",1.0000,0.4000
3424,355,151," Clay",0.0000,0.4444
350,143,152," Hard",0.4000,0.4000
473,129,152," Hard",0.8333,0.4286
2978,483,152," Hard",0.8000,0.3333
3540,94,152," Hard",0.6000,0.0000
95,133,153," Clay",0.8125,0.5789
1474,226,153," Clay",0.5000,0.4000
1842,141,153," Hard",0.6000,0.3333
2169,464,153," Clay",1.0000,0.3333
2483,83,153," Clay",0.3000,0.4286
3041,355,153," Clay",NULL,0.2500
526,36,154," Hard",1.0000,0.5455
765,265,154," Hard",1.0000,0.6429
244,113,155," Clay",0.8889,0.3333
356,143,155," Hard",0.5714,0.5556
740,271,155," Hard",1.0000,0.7143
999,330,155," Hard",0.6364,0.5385
1067,40,155," Hard",1.0000,0.5000
1558,302,155," Hard",0.3333,0.0000
1725,69,155," Hard",0.5455,0.5385
1808,105,155," Hard",0.7778,0.6364
