SET,playerA,playerB,Surface,Type,A_points,B_Points
3566,142,3,Hard,3,6,2
80,428,4,Hard,3,6,4
7901,215,4,Hard,3,6,3
1796,140,5,Hard,3,6,2
8276,173,5,Hard,3,6,4
5237,424,7,Hard,3,7,6
9437,410,7,Hard,3,7,6
5885,244,8,Clay,3,7,6
6452,260,8,Clay,3,7,5
7082,121,8,Hard,3,6,2
7979,380,8,Hard,3,6,3
8537,444,8,Hard,3,7,6
944,220,9,Clay,3,7,5
4811,141,9,Hard,3,6,3
7079,211,9,Hard,3,6,3
8528,380,9,Hard,3,6,2
5921,372,10,Clay,3,6,3
7643,456,11,Clay,3,6,0
10643,71,12,Hard,3,6,1
224,136,14,Clay,3,7,6
4448,226,14,Clay,3,6,2
5681,371,14,Clay,3,6,3
10151,174,14,Clay,3,6,4
5081,233,17,Hard,3,6,4
5366,55,17,Hard,3,6,3
1364,36,18,Hard,3,7,5
7706,265,19,Clay,3,6,2
10019,302,19,Hard,3,7,6
266,325,20,Hard,3,6,4
2852,271,22,Hard,3,6,3
3992,92,22,Hard,3,6,3
5324,337,24,Hard,3,6,4
866,84,27,Clay,3,6,3
1688,241,27,Hard,3,6,1
2060,368,27,Hard,3,7,6
3758,121,28,Hard,3,6,3
1766,274,29,Hard,3,6,2
3464,421,29,Hard,3,6,1
7322,55,29,Clay,3,6,3
10832,90,30,Clay,3,6,3
308,387,31,Clay,3,2,1
7733,245,31,Clay,3,7,5
8315,294,31,Clay,3,7,5
41,325,33,Hard,3,7,6
728,376,35,Clay,3,6,2
842,282,35,Clay,3,6,4
3623,438,35,Hard,3,6,2
5690,419,35,Clay,3,6,1
7112,60,36,Hard,3,7,6
2216,484,37,Hard,3,6,3
2879,36,37,Hard,3,7,6
4277,178,37,Hard,3,6,4
2459,31,39,Hard,3,7,6
4052,406,39,Hard,3,7,6
7007,92,39,Hard,3,6,4
7892,9,39,Hard,3,6,1
4826,99,40,Hard,3,6,4
3935,69,42,Hard,3,6,4
4484,352,45,Clay,3,6,0
5702,245,45,Clay,3,6,4
6587,303,45,Clay,3,7,5
10787,29,45,Clay,3,6,3
6233,205,46,Clay,3,6,4
10409,281,47,Clay,3,6,4
1982,264,48,Hard,3,7,5
4991,321,48,Hard,3,7,5
8627,260,50,Hard,3,7,6
2882,97,51,Hard,3,6,4
5090,458,54,Hard,3,6,3
8750,71,55,Clay,3,6,4
10121,345,55,Clay,3,7,6
5948,78,56,Clay,3,6,2
5495,112,57,Hard,3,6,3
6725,223,58,Clay,3,6,3
7022,4,58,Hard,3,7,5
7958,103,58,Hard,3,6,4
527,99,59,Hard,3,6,3
1949,172,59,Hard,3,6,4
2438,197,59,Hard,3,7,6
8849,460,59,Hard,3,6,3
9971,266,59,Hard,3,6,1
1349,74,60,Hard,3,6,2
2279,37,60,Hard,3,6,2
2894,280,60,Hard,3,7,6
3797,214,60,Hard,3,6,3
8525,138,60,Hard,3,6,1
8987,120,63,Clay,3,7,5
10823,381,65,Clay,3,6,3
4400,274,66,Clay,3,6,1
6251,353,66,Clay,3,7,6
7106,8,66,Hard,3,6,2
1517,487,67,Hard,3,2,0
6920,190,68,Hard,3,6,3
1850,57,70,Hard,3,6,4
4436,453,70,Clay,3,6,1
10214,453,70,Clay,3,6,2
1169,424,71,Hard,3,6,1
5513,57,71,Hard,3,6,4
8669,181,71,Clay,3,6,4
4565,66,72,Clay,3,6,2
8567,127,73,Hard,3,6,4
167,336,74,Hard,3,6,4
4736,329,76,Hard,3,6,4
2642,166,77,Hard,3,6,3
2687,460,77,Hard,3,6,3
5954,375,77,Hard,3,6,4
5888,380,78,Clay,3,6,3
1616,51,79,Hard,3,6,1
8186,94,80,Hard,3,6,2
239,136,81,Clay,3,6,3
599,384,81,Clay,3,6,3
8240,259,82,Hard,3,6,4
4535,353,83,Clay,3,7,6
9755,125,83,Clay,3,6,4
5291,172,84,Hard,3,6,2
6602,83,84,Clay,3,6,2
9707,381,84,Clay,3,7,5
233,354,85,Clay,3,6,4
6689,30,85,Clay,3,6,1
1088,152,88,Hard,3,6,3
1277,280,89,Hard,3,6,4
1001,143,90,Hard,3,6,3
2246,155,90,Hard,3,7,6
6695,352,90,Clay,3,6,4
7967,223,90,Hard,3,6,4
8477,4,90,Hard,3,6,3
1859,70,92,Hard,3,6,3
6989,352,92,Hard,3,6,2
2588,287,94,Hard,3,6,4
10625,80,97,Hard,3,6,2
845,113,102,Clay,3,7,6
7481,83,102,Clay,3,6,1
1178,9,103,Hard,3,6,4
4613,267,105,Hard,3,6,4
5087,433,105,Hard,3,7,5
8822,433,105,Hard,3,6,2
9956,489,105,Hard,3,6,1
10835,84,106,Clay,3,0,0
8747,70,108,Clay,3,6,1
8894,105,111,Hard,3,6,0
695,376,113,Clay,3,6,2
2087,252,113,Hard,3,7,5
10262,263,115,Clay,3,6,4
9245,96,116,Clay,3,6,3
2663,166,118,Hard,3,6,0
4838,40,118,Hard,3,6,1
5294,337,118,Hard,3,6,1
10472,281,119,Clay,3,6,4
4931,289,120,Hard,3,6,3
5978,299,120,Hard,3,6,2
8957,52,120,Clay,3,6,4
6368,223,121,Clay,3,7,5
6770,138,121,Clay,3,6,3
7070,193,121,Hard,3,6,4
8024,6,121,Hard,3,7,6
1391,271,122,Hard,3,6,0
4451,374,122,Clay,3,7,5
8696,169,122,Clay,3,6,4
872,287,125,Clay,3,6,4
641,103,126,Clay,3,6,4
7292,169,126,Clay,3,6,2
2423,299,129,Hard,3,6,4
7568,263,129,Clay,3,6,3
10334,195,131,Clay,3,6,1
6392,31,132,Clay,3,7,6
6644,384,132,Clay,3,6,3
7358,358,132,Clay,3,4,1
5810,380,133,Clay,3,6,1
6710,462,133,Clay,3,7,6
7271,181,133,Clay,3,6,2
8087,99,133,Clay,3,7,5
1172,161,136,Hard,3,6,4
6224,83,136,Clay,3,7,6
6563,275,136,Clay,3,6,3
7988,193,136,Hard,3,6,4
7133,26,137,Hard,3,6,2
8039,448,137,Hard,3,6,3
5903,8,138,Clay,3,7,6
6398,229,138,Clay,3,7,6
8498,4,138,Hard,3,6,2
6416,78,139,Clay,3,6,3
8609,186,139,Hard,3,6,4
1748,327,140,Hard,3,6,3
10478,329,140,Clay,3,6,4
7013,215,141,Hard,3,6,2
9287,266,141,Hard,3,6,1
1547,462,144,Hard,3,6,3
3707,406,147,Hard,3,6,1
4562,181,147,Clay,3,7,6
902,342,148,Clay,3,6,4
4829,222,148,Hard,3,4,3
7349,174,149,Clay,3,6,0
10790,459,150,Clay,3,7,6
1049,143,152,Hard,3,6,4
284,133,153,Clay,3,6,1
7448,83,153,Clay,3,7,6
1067,143,155,Hard,3,6,3
2996,330,155,Hard,3,6,3
5174,69,155,Hard,3,7,5
3488,29,157,Hard,3,6,3
5750,428,157,Clay,3,6,3
6266,220,157,Clay,3,6,4
9584,1,157,Clay,3,7,5
2798,205,159,Hard,3,6,2
4928,325,160,Hard,3,6,3
2030,375,161,Hard,3,6,4
2600,458,161,Hard,3,6,1
4241,481,162,Hard,3,6,3
5099,398,162,Hard,3,6,4
6737,48,163,Clay,3,7,6
8546,90,163,Hard,3,6,2
4220,165,164,Clay,3,6,2
2591,455,166,Hard,3,7,5
7874,205,167,Clay,3,6,2
6143,346,168,Clay,3,6,4
6515,294,168,Clay,3,6,4
8954,214,168,Clay,3,7,5
9743,166,168,Clay,3,6,2
230,163,169,Clay,3,6,4
479,14,169,Clay,3,6,3
8681,181,169,Clay,3,7,6
2468,129,172,Hard,3,7,6
6296,66,172,Clay,3,7,5
8189,295,173,Hard,3,7,5
3911,331,177,Hard,3,6,2
5054,398,177,Hard,3,6,4
9467,234,177,Hard,3,6,3
4133,14,181,Clay,3,6,4
6047,77,183,Hard,3,7,6
8213,383,183,Hard,3,7,6
10112,207,183,Clay,3,6,2
7589,83,184,Clay,3,7,6
6791,301,186,Clay,3,4,0
2321,155,190,Hard,3,6,1
4697,155,190,Hard,3,6,2
6905,392,190,Hard,3,7,6
9371,484,190,Hard,3,7,6
8912,190,191,Hard,3,6,4
9383,265,191,Hard,3,6,2
2372,399,192,Hard,3,6,2
7037,268,193,Hard,3,6,3
10313,222,195,Clay,3,7,6
2405,198,197,Hard,3,6,4
7376,359,197,Clay,3,6,2
6821,433,198,Hard,3,7,6
4268,433,199,Hard,3,7,6
5072,464,199,Hard,3,6,3
5363,267,199,Hard,3,6,4
8807,219,199,Hard,3,6,4
4127,31,200,Clay,3,7,5
1937,172,201,Hard,3,7,6
8210,295,201,Hard,3,6,1
10430,281,201,Clay,3,6,0
9761,168,204,Clay,3,6,0
881,263,205,Clay,3,7,5
7838,222,205,Clay,3,6,3
7424,168,208,Clay,3,6,3
7796,142,208,Clay,3,6,3
8144,135,210,Clay,3,6,2
299,153,211,Clay,3,6,0
6677,4,211,Clay,3,6,3
7064,163,211,Hard,3,7,5
10115,229,214,Clay,3,6,2
4817,71,215,Hard,3,7,6
6992,272,215,Hard,3,6,3
9869,337,216,Clay,3,6,3
7532,263,218,Clay,3,7,6
5102,177,219,Hard,3,6,3
7598,327,219,Clay,3,6,3
8804,266,219,Hard,3,6,1
4784,99,222,Hard,3,6,2
6008,120,222,Hard,3,6,2
10274,255,222,Clay,3,7,6
5795,380,223,Clay,3,6,4
7016,59,223,Hard,3,7,6
1958,277,225,Hard,3,6,3
3671,126,225,Hard,3,6,3
5891,301,225,Clay,3,7,6
6383,475,225,Clay,3,6,3
6740,223,225,Clay,3,7,6
7919,384,225,Hard,3,6,2
9308,162,225,Hard,3,6,4
4079,14,226,Clay,3,7,6
5648,419,226,Clay,3,6,4
9614,459,226,Clay,3,6,3
5924,354,229,Clay,3,7,5
6308,64,229,Clay,3,7,6
8438,228,230,Clay,3,6,3
10172,84,230,Clay,3,6,1
9398,190,231,Hard,3,6,3
857,35,232,Clay,3,6,4
1997,103,234,Hard,3,7,6
3089,197,234,Hard,3,6,3
6872,299,235,Hard,3,7,6
7595,366,235,Clay,3,6,1
3146,147,238,Hard,3,6,1
1889,103,239,Hard,3,6,4
2312,154,240,Hard,3,6,4
785,151,241,Clay,3,6,4
5273,368,241,Hard,3,6,3
9029,63,241,Clay,3,6,1
3908,415,242,Hard,3,6,4
2855,58,243,Hard,3,6,3
7058,59,243,Hard,3,6,3
8480,4,243,Hard,3,7,5
863,113,244,Clay,3,7,6
5618,422,245,Clay,3,6,4
7814,222,245,Clay,3,6,4
9698,32,245,Clay,3,6,4
5699,125,248,Clay,3,6,4
9581,1,248,Clay,3,6,4
2156,449,249,Hard,3,6,3
6866,433,251,Hard,3,6,3
7199,456,251,Clay,3,6,3
4802,201,252,Hard,3,7,6
10253,453,252,Clay,3,6,3
7103,211,253,Hard,3,7,6
713,226,255,Clay,3,7,5
10757,157,255,Clay,3,6,3
8174,262,257,Hard,3,6,4
10769,251,257,Clay,3,6,2
8018,380,258,Hard,3,6,3
5912,380,260,Clay,3,6,4
8561,66,260,Hard,3,6,2
6032,7,262,Hard,3,6,4
7766,374,263,Clay,3,6,4
10235,432,263,Clay,3,7,6
4856,197,264,Hard,3,6,4
2237,37,265,Hard,3,6,1
3047,198,266,Hard,3,6,2
9917,141,266,Hard,3,7,6
2777,12,270,Hard,3,7,5
3554,476,270,Hard,3,6,3
2207,199,271,Hard,3,6,4
2846,58,271,Hard,3,7,6
518,375,272,Hard,3,6,4
3683,406,272,Hard,3,7,6
6680,223,272,Clay,3,6,4
7961,225,272,Hard,3,6,2
6797,225,273,Clay,3,6,3
6134,346,274,Clay,3,6,4
6242,83,275,Clay,3,6,2
2450,57,277,Hard,3,6,4
3077,201,277,Hard,3,7,6
3977,460,277,Hard,3,6,1
8858,162,277,Hard,3,6,4
9920,460,277,Hard,3,6,4
10373,131,279,Clay,3,1,0
1241,59,280,Hard,3,7,6
5741,245,281,Clay,3,6,1
6137,379,281,Clay,3,6,0
5720,428,283,Clay,3,6,1
6554,153,284,Clay,3,6,0
4529,211,286,Clay,3,6,4
7370,149,286,Clay,3,6,2
2552,455,287,Hard,3,7,6
1529,33,289,Hard,3,6,3
1508,152,290,Hard,3,6,4
1187,445,291,Hard,3,6,4
3335,77,291,Hard,3,6,3
4475,70,291,Clay,3,6,2
5564,99,291,Hard,3,6,1
7580,490,291,Clay,3,6,3
7748,294,291,Clay,3,6,4
8336,31,291,Clay,3,6,4
9140,153,291,Clay,3,7,5
7697,329,293,Clay,3,6,1
212,241,294,Hard,3,7,6
4304,447,294,Hard,3,7,5
9653,459,294,Clay,3,6,3
7769,257,295,Clay,3,6,4
7808,257,295,Clay,3,6,3
10802,257,295,Clay,3,6,4
4976,322,297,Hard,3,7,6
9299,489,297,Hard,3,3,0
452,412,299,Hard,3,7,5
707,232,299,Clay,3,7,6
2396,239,299,Hard,3,6,4
8579,127,301,Hard,3,6,4
1259,126,302,Hard,3,6,4
5447,17,302,Hard,3,7,6
9983,460,302,Hard,3,7,5
1598,33,306,Hard,3,7,6
2477,184,309,Hard,3,6,4
1877,92,311,Hard,3,6,1
8672,181,311,Clay,3,6,3
4394,416,315,Hard,3,6,2
4541,176,316,Clay,3,7,6
3560,140,317,Hard,3,6,4
6092,251,317,Hard,3,6,0
10205,269,318,Clay,3,6,3
9563,417,320,Hard,3,6,1
2555,27,325,Hard,3,7,6
1883,57,326,Hard,3,6,4
2456,446,326,Hard,3,6,3
3035,57,326,Hard,3,6,4
3962,282,326,Hard,3,6,4
5840,133,326,Clay,3,6,3
6335,223,326,Clay,3,6,4
6551,464,327,Clay,3,6,2
7592,366,327,Clay,3,6,1
89,439,329,Hard,3,7,5
1778,222,329,Hard,3,6,3
3215,472,329,Hard,3,7,5
4388,431,329,Hard,3,7,5
5408,489,329,Hard,3,6,1
9506,417,330,Hard,3,7,6
2354,158,332,Hard,3,6,1
6461,350,332,Clay,3,7,6
4013,103,334,Hard,3,6,4
4040,22,334,Hard,3,6,3
5204,172,336,Hard,3,6,3
5279,40,337,Hard,3,6,3
6275,83,337,Clay,3,6,2
2768,244,339,Hard,3,7,6
5300,94,339,Hard,3,6,3
6083,84,339,Hard,3,6,4
2675,460,340,Hard,3,6,4
5057,267,340,Hard,3,7,5
8216,257,340,Hard,3,7,6
653,29,342,Clay,3,6,3
5774,220,342,Clay,3,6,2
848,84,343,Clay,3,6,4
10124,445,343,Clay,3,6,3
10376,195,344,Clay,3,6,4
1256,59,345,Hard,3,6,2
6035,166,345,Hard,3,7,5
6548,419,345,Clay,3,6,1
10079,229,345,Clay,3,6,3
680,53,346,Clay,3,6,1
5831,48,347,Clay,3,6,3
4130,228,349,Clay,3,7,5
6407,127,350,Clay,3,6,2
8630,221,350,Hard,3,6,0
1304,235,352,Hard,3,7,5
4088,136,352,Clay,3,6,4
5816,354,352,Clay,3,7,5
6665,384,352,Clay,3,6,4
5657,245,353,Clay,3,6,4
10412,257,353,Clay,3,7,6
10796,326,353,Clay,3,3,2
4559,324,354,Clay,3,7,6
6809,30,354,Clay,3,6,3
10217,70,355,Clay,3,6,4
8138,484,356,Clay,3,6,4
353,422,358,Hard,3,6,4
9032,213,358,Clay,3,6,3
5933,164,359,Clay,3,7,6
7520,83,365,Clay,3,6,3
4274,219,366,Hard,3,6,3
6899,397,366,Hard,3,6,4
9647,1,368,Clay,3,6,1
9008,168,369,Clay,3,6,4
9818,83,369,Clay,3,7,5
20,464,374,Hard,3,6,2
9617,244,374,Clay,3,6,3
362,362,375,Hard,3,7,6
3971,111,376,Hard,3,6,4
3653,352,380,Hard,3,6,0
4184,228,380,Clay,3,6,3
5786,272,380,Clay,3,6,4
7115,193,380,Hard,3,6,1
9683,184,381,Clay,3,6,3
3692,103,383,Hard,3,6,4
6869,486,383,Hard,3,6,3
7169,219,383,Clay,3,6,2
3659,35,384,Hard,3,7,5
5843,475,384,Clay,3,6,3
6371,326,384,Clay,3,6,4
7043,92,384,Hard,3,6,3
8201,94,385,Hard,3,6,4
4412,66,387,Clay,3,6,3
6395,127,387,Clay,3,6,4
9809,125,387,Clay,3,6,2
6599,23,390,Clay,3,6,4
4886,392,391,Hard,3,7,6
1823,466,392,Hard,3,7,5
9602,157,393,Clay,3,6,2
2501,309,394,Hard,3,7,5
3227,43,397,Hard,3,6,4
257,287,398,Hard,3,6,3
677,29,398,Clay,3,6,1
131,387,399,Hard,3,7,5
5567,39,403,Hard,3,7,6
7061,223,403,Hard,3,4,1
8495,66,403,Hard,3,7,6
5285,166,405,Hard,3,6,3
9206,255,405,Clay,3,6,3
10784,90,405,Clay,3,6,1
2978,51,406,Hard,3,7,5
2360,330,407,Hard,3,6,3
10760,90,411,Clay,3,6,1
2099,120,412,Hard,3,6,3
4025,287,412,Hard,3,6,3
4982,425,412,Hard,3,6,4
8390,45,412,Clay,3,6,3
2972,240,415,Hard,3,6,3
4067,168,419,Clay,3,6,3
5627,168,419,Clay,3,6,3
6464,275,419,Clay,3,6,4
7286,181,420,Clay,3,7,6
275,226,421,Hard,3,6,3
1184,63,421,Hard,3,7,6
3854,366,424,Hard,3,6,4
4238,219,424,Hard,3,6,2
5207,166,424,Hard,3,7,6
2891,245,426,Hard,3,6,1
9002,345,426,Clay,3,6,3
566,54,428,Hard,3,4,0
5705,353,428,Clay,3,6,4
8354,452,428,Clay,3,6,1
6050,251,429,Hard,3,7,6
113,369,432,Hard,3,6,4
7316,169,432,Clay,3,6,4
10223,70,432,Clay,3,6,0
1916,92,433,Hard,3,2,1
4229,481,433,Hard,3,6,4
6815,486,433,Hard,3,6,4
9332,198,433,Hard,3,7,6
9926,297,433,Hard,3,1,0
1742,241,435,Hard,3,6,2
2597,325,435,Hard,3,5,2
5768,275,436,Clay,3,6,1
632,420,442,Clay,3,7,6
4409,226,442,Clay,3,6,3
7301,133,442,Clay,3,7,5
3782,219,445,Hard,3,6,4
10094,345,445,Clay,3,7,6
329,422,446,Hard,3,7,6
416,92,446,Hard,3,6,4
755,233,446,Clay,3,6,4
3317,77,447,Hard,3,6,3
5543,92,450,Hard,3,6,2
9623,248,452,Clay,3,7,5
4406,274,453,Clay,3,6,4
6026,119,455,Hard,3,6,2
7172,128,456,Clay,3,7,6
7616,235,456,Clay,3,6,2
9431,65,456,Hard,3,7,6
380,362,458,Hard,3,6,4
5048,433,458,Hard,3,6,4
5975,276,458,Hard,3,6,3
3947,287,460,Hard,3,6,1
5,215,464,Hard,3,7,6
5024,488,464,Hard,3,6,3
5531,70,464,Hard,3,7,6
1142,63,465,Hard,3,6,0
6023,233,465,Hard,3,3,0
3269,418,466,Hard,3,4,1
7679,327,466,Clay,3,6,2
10556,43,467,Clay,3,7,6
1838,359,469,Hard,3,6,2
9530,410,470,Hard,3,6,3
5456,265,472,Hard,3,6,3
10025,152,472,Hard,3,6,0
5420,177,473,Hard,3,6,2
4724,319,474,Hard,3,6,2
8,358,475,Hard,3,6,3
4010,71,475,Hard,3,6,3
6320,55,475,Clay,3,6,4
10613,383,476,Hard,3,6,2
5231,172,477,Hard,3,6,3
8222,177,477,Hard,3,7,6
1826,5,479,Hard,3,6,1
9524,417,480,Hard,3,6,2
3185,486,481,Hard,3,6,4
3845,315,481,Hard,3,7,6
8888,408,481,Hard,3,7,5
9341,460,481,Hard,3,6,2
9953,433,481,Hard,3,6,4
9368,472,483,Hard,3,6,4
10058,472,483,Hard,3,6,2
2204,424,484,Hard,3,6,4
9995,486,484,Hard,3,3,0
3167,219,486,Hard,3,7,5
3824,60,488,Hard,3,7,6
2240,484,489,Hard,3,6,3
3866,219,489,Hard,3,6,4
4325,178,489,Hard,3,6,4
5045,233,489,Hard,3,7,5
7655,329,489,Clay,3,6,4
9929,198,489,Hard,3,6,1
9221,96,490,Clay,3,6,4
10841,115,490,Clay,3,7,6
1,2,2,Clay,3,1,1
1,13,13,Clay,3,1,1
1,15,15,Clay,3,1,1
1,16,16,Clay,3,1,1
1,21,21,Clay,3,1,1
1,25,25,Clay,3,1,1
1,34,34,Clay,3,1,1
1,38,38,Clay,3,1,1
1,41,41,Clay,3,1,1
1,44,44,Clay,3,1,1
1,49,49,Clay,3,1,1
1,61,61,Clay,3,1,1
1,62,62,Clay,3,1,1
1,75,75,Clay,3,1,1
1,86,86,Clay,3,1,1
1,87,87,Clay,3,1,1
1,91,91,Clay,3,1,1
1,93,93,Clay,3,1,1
1,95,95,Clay,3,1,1
1,98,98,Clay,3,1,1
1,100,100,Clay,3,1,1
1,101,101,Clay,3,1,1
1,104,104,Clay,3,1,1
1,107,107,Clay,3,1,1
1,109,109,Clay,3,1,1
1,110,110,Clay,3,1,1
1,114,114,Clay,3,1,1
1,117,117,Clay,3,1,1
1,123,123,Clay,3,1,1
1,124,124,Clay,3,1,1
1,130,130,Clay,3,1,1
1,134,134,Clay,3,1,1
1,145,145,Clay,3,1,1
1,146,146,Clay,3,1,1
1,156,156,Clay,3,1,1
1,170,170,Clay,3,1,1
1,171,171,Clay,3,1,1
1,175,175,Clay,3,1,1
1,179,179,Clay,3,1,1
1,180,180,Clay,3,1,1
1,182,182,Clay,3,1,1
1,185,185,Clay,3,1,1
1,187,187,Clay,3,1,1
1,188,188,Clay,3,1,1
1,189,189,Clay,3,1,1
1,194,194,Clay,3,1,1
1,196,196,Clay,3,1,1
1,202,202,Clay,3,1,1
1,203,203,Clay,3,1,1
1,206,206,Clay,3,1,1
1,209,209,Clay,3,1,1
1,212,212,Clay,3,1,1
1,217,217,Clay,3,1,1
1,224,224,Clay,3,1,1
1,227,227,Clay,3,1,1
1,236,236,Clay,3,1,1
1,237,237,Clay,3,1,1
1,246,246,Clay,3,1,1
1,247,247,Clay,3,1,1
1,250,250,Clay,3,1,1
1,254,254,Clay,3,1,1
1,256,256,Clay,3,1,1
1,261,261,Clay,3,1,1
1,278,278,Clay,3,1,1
1,285,285,Clay,3,1,1
1,288,288,Clay,3,1,1
1,292,292,Clay,3,1,1
1,296,296,Clay,3,1,1
1,298,298,Clay,3,1,1
1,300,300,Clay,3,1,1
1,304,304,Clay,3,1,1
1,305,305,Clay,3,1,1
1,307,307,Clay,3,1,1
1,308,308,Clay,3,1,1
1,310,310,Clay,3,1,1
1,312,312,Clay,3,1,1
1,313,313,Clay,3,1,1
1,314,314,Clay,3,1,1
1,323,323,Clay,3,1,1
1,328,328,Clay,3,1,1
1,333,333,Clay,3,1,1
1,335,335,Clay,3,1,1
1,338,338,Clay,3,1,1
1,341,341,Clay,3,1,1
1,348,348,Clay,3,1,1
1,351,351,Clay,3,1,1
1,357,357,Clay,3,1,1
1,360,360,Clay,3,1,1
1,361,361,Clay,3,1,1
1,363,363,Clay,3,1,1
1,364,364,Clay,3,1,1
1,367,367,Clay,3,1,1
1,370,370,Clay,3,1,1
1,373,373,Clay,3,1,1
1,377,377,Clay,3,1,1
1,378,378,Clay,3,1,1
1,382,382,Clay,3,1,1
1,386,386,Clay,3,1,1
1,388,388,Clay,3,1,1
1,389,389,Clay,3,1,1
1,395,395,Clay,3,1,1
1,396,396,Clay,3,1,1
1,400,400,Clay,3,1,1
1,401,401,Clay,3,1,1
1,402,402,Clay,3,1,1
1,404,404,Clay,3,1,1
1,409,409,Clay,3,1,1
1,413,413,Clay,3,1,1
1,414,414,Clay,3,1,1
1,423,423,Clay,3,1,1
1,427,427,Clay,3,1,1
1,430,430,Clay,3,1,1
1,434,434,Clay,3,1,1
1,437,437,Clay,3,1,1
1,440,440,Clay,3,1,1
1,441,441,Clay,3,1,1
1,443,443,Clay,3,1,1
1,451,451,Clay,3,1,1
1,454,454,Clay,3,1,1
1,457,457,Clay,3,1,1
1,461,461,Clay,3,1,1
1,463,463,Clay,3,1,1
1,468,468,Clay,3,1,1
1,471,471,Clay,3,1,1
1,478,478,Clay,3,1,1
1,482,482,Clay,3,1,1
1,485,485,Clay,3,1,1
